@relation movies
@attribute att_avis STRING
@attribute att_thought {-1,1}
@data
'the sight of kareena kapoor in a two piece bikini is about the only thing that wakes you up from your sleep while watching tashan  the mega disappointing  mind numbing new film at the cinemas this weekend  bad films are bad films and we see some every week  but tashan is not just a bad film  it s a terrible film  terrible because it takes its audience for granted  terrible also because the filmmakers expect to get away without a plot or any common sense only because they ve got big movie stars onboard written and directed by vijay krishna acharya  tashan is what you d describe as a road movie  but one that s going in all the wrong directions  saif ali khan stars as jimmy cliff  a call centre executive who s hired to teach english to bhaiyyaji   that s anil kapoor playing an ambitious up gangster  desperate to go cool  jimmy s got his eye on pooja  the gangster s pretty young assistant  played by kareena kapoor   who uses jimmy to swindle her boss of    crore rupees  determined to recover his money and also to punish both jimmy and pooja  bhaiyyaji recruits his most trusted henchman to do the job  so you have akshay kumar as bachchan pandey  the gangster s faithful aide from kanpur  who tracks down the culprits and recovers the stolen money that s hidden across the length and breadth of the country much like those bad eighties potboilers  tashan too is held together by a threadbare script centred on a vendetta plot  but the treatment s so over the top  so indulgent that it fails to establish any connect  instead of a coherent screenplay or a traditional three act structure  you get a handful of set pieces around which most of the scenes are loosely constructed  that garish item song in the desert  the bullet dodging action scene at a rajasthani fort  kareeena s bikini moment  even that ridiculous climatic action scene complete with shaolin monks  a water scooter zipping through a dirty naala  and believe it or not  even a dhanno style horse driven tonga  in all fairness  not all these set pieces are badly done   the item song in the desert is quite neat actually   but very little of it makes any sense in the larger picture  because you re just going from one piece to another without any help from the script really  little do you expect in a seemingly fast paced road movie  to find a sickeningly sentimental flashback track about childhood sweethearts you see the problem with tashan is nobody associated with this film knew what film they were making  what s more  i don t think they cared either   the film reeks of arrogance  arbitrarily packing in elements of every genre without actually bothering to stop and see if the mix does work  tashan is like an overcooked stew there are films that kill you softly  and then there s tashan  a film that kills you with excess  packaged snazzily with glossy finish camera work  exotic locations and fancy costumes  every frame of the film probably cost lakhs to put together  but it still feels like a hollow piece in the end because the story doesn t hold  borrowing narrative from tarantino and style from stephen chow doesn t help either because they don t blend with the film s wafer thin plot  one may have complained a little less if the characters were more engaging  but anil kapoor s grating hinglish dialogue makes you want to slit your wrists  and saif ali khan fumbles through the film foolishly  unable to find his feet  kareena kapoor  meanwhile  queen of over the top delivery  does a decent job  but of course  if tashan is salvaged to some extent  it s thanks to akshay kumar s irresistible presence and his spontaneous approach to the character  you cringe when he s cupping his crotch repeatedly  and you scowl when he delivers those double meaning dialogues  but not for a moment can you take your eyes off the screen when he s up there despite some good music from vishal shekhar  the songs seem like they re only prolonging your misery  well that s because tashan is a test of your patience  in case you didn t know  tashan means style  i m sorry to say  this film has none',-1

'such a long awaited movie   but it has disappointed me and my friends who had gone to see the movie on the first day   from the trailers it looked like a action movie  but it turned out to be a out   out comedy a bad comedy   but one thing that deserves appreciation is the acting by these professional actors  they ve done their part of the movie very well  good acting  but i don t think that can save the movie   india has been shot beautifully  kerala  rajasthan   ladakh   were all saturated with color  alright  nevertheless the way the intrinsic beauty of these places was shot made me want to find out exactly where those places were and when i could go there    action sequences were shot very shabbily  no one could make out head   tail of the stunts  they ve used akki akshay kumar  very well but could ve been done much much better  animation is the worst i ve seen in recent movies    s movies had better animation scenes i guess initial scene where the car is falling off  flying should be better word  the road into lake  and the movies name has been mentioned nearly every    to    mins  just to make sure audiences don t forget the movie name i guess',-1

'i would have liked to write about the story  but there wasn t any  i would have liked to quote a couple of hard hitting dialogs from the movie but  hinglish  is only funny for like   minutes  after that its overkill  i would have liked to swoon over the  keep u guessing suspense  but it was as predictable as    um mm  a yash raj movie      i would have liked to talk of the edge of the seat action  but i don t like cartoons much  sigh all in all  this movie is perfect for     people attempting suicide   i promise it ll push you over the edge    sado masochists  this movie is way more effective than the barbed wire that silas guy in the da vinci code wore     people researching alternative ways to spread terrorism   i swear the audience leaving the hall seemed to be in a mood to kill someone    movie piraters  more power to them  if any movies deserves to not have the audience spending money to watch   this is it    barnacles  most types of plankton   green algae   because almost all other living things would require an iq factor somewhat greater than what the movie offers  afterthought  the director of the movie  obviously  is a species of his own    and i hope to god that he is the only one of his kind  one is enough things that could have made this a better movie     a story    a choreographer    a screenplay writer    a stunt coordinator    a story  did i already say that      a director   preferably one who is not mentally challenged  although even one who was challenged could have done a better job     anil kapoor bubonic plague   avoid at all costs    a statutory warning    watching yash raj movies is injurious to your mental health   things i liked about the movie     kareena kapoor   for obvious reasons    the english sub titles    mera dil kho gaya  becomes    my heart is in a void     chaliya chaliya chaliya  turns into  im a flirt  im a lover  im a vagabond    priceless in short  tashan to me  is like the opposite of a rubrics cube   the cube is supposed to increase the iq of the player  tashan promises to lower your iq  and that   in a mere     hours  woot  sigh   but thats just me  i could be wrong you ve been warned anyways',-1

'this is the biggest flop of       i don know what director has is his mind of creating such a big disaster  the songs have been added without situations  the story have been stretched to fill the   hrs gap and most disgusting are the action stunts performed by the actors it s like everyone are having superpowers they can run in between the bullets are fire and nothing happens to them and one person fighting with     people  only the best performance was by anil kapoor man he is all time at his best playing the role of villain with a comic act speaking hinglish    akki is also done a good job     but the movieee just forget it',-1

'all the world said that the film tashan would be a good movie with great pleasure  but this is not the case  vijay krishna acharya made a serious mistake to take as an actress kareena kapoor  she was unbearable throughout the film  her tom boy look does not really goes well  even the film the story of the film is not making sense at all  everyone said that the quetin taratino of india is vijay but its not at all quetin  the talent anil kapoor was involved in this stupid movie  anil is an actor of large caliber and this film is not  akshay kumar has also been a victim of this film as all is saif  the style and the phoormola is not really good in this film i was disappointed',-1

'i wasn t terribly impressed with dante s  st season offering in  homecoming   it wasn t much of a horror story  but rather a smart political statement with the undead  screwfly situation is the story of a virus unleashed on the world that causes men s sexual drive to replaced with murderous tendencies toward women  the episode starts out all right with a short film explaining the way the screw fly was killed of by scientists  then there is short scene where a man is arrested when females bodies are discovered in his home  i assume this is supposed to show the beginning of the outbreak  but is unclear because this is never revisited  the episode go ons for a while introducing characters blah blah blah it seems cool and mysterious but the episode stars to get worse and worse as it lurches forward until its sad and unsatisfying end  the worst episode  well  except for chocolate',-1

'i ve now written reviews for several of the moh episodes  and this is among the worst  an interesting premise at the beginning is completely abandoned by the time the credits roll  if watching people things they never would in real life amuses you   let s check out the basement     then this is your show  except  it s not amusing or entertaining   it s just annoying the extent of the virus is never  ever showed  i can very much overlook the fact that it affects men only  as the resulting situation is very  very frightening  but then things deteriorate as daughter lets obviously deranged dad into the home  and ultimately dies at his hands  the woman flees north  and runs into a few tens situations  then  some sort of spirit or alien or something appears and saves her  things that make you go huh    or something  then  she is huddling for warmth  the end awful  these directors are mailing this tripe in',-1

'i love the frequently misnomered  masters of horror  series  horror fans live in a constant lack of nourishment  projects like this  and the similar  greenlight project  with gave us  feast    like it or lump it  are breeding grounds for wonderful thought bubbles in the minds of directors with a horror bent to develop and bring to maturation food for we who love to dine on horror this one began with a kernel of really kool idea and ran     right off the edge of  where in the world am i going with this      i don t know how to spoil the spoiled but  spoiler ahead  all of a sudden     no  there was that light drifting across the night sky earlier     we have long haired luminescent aliens  huh      huh   brain drilling males and     yeah  i get it but     well     the worst curse of storytelling   a rousing and promising set up without a rewarding denouement cue to storytellers     your build up has to have a payoff that exceeds build up  not the other way around  storytelling math     end of spoilers   big oops',-1

'a huge disappointment from writer hamm and director dante  their previous collaboration on the first season s  homecoming  was twisted and darkly hilarious in all the right ways  this poor handling of an intriguing premise left me bewildered  the supposed  payoff  showing generic aliens extracting something from the brains of the infected psychopaths was completely unsatisfying and explained nothing  if the point of the story was an extraterrestrial  cleaning  of the planet of it s human infestation  why did they go about it in such a gratuitously sadistic and misogynistic fashion  why not just unleash a completely lethal virus a la stephen king s  the stand  instead of having the male population butcher the females  i kept hoping the episode would improve as i kept watching but it just got more pretentious and preposterous  the religious subtext simply seemed forced but it was clear sam hamm must have thought it was profound by the weight he gave it  i like a lot of both dante and hamm s work but this was just unwatchable',-1

'i m not alone in admiring the first superman movie  a film that richard donner executed masterfully  i am also not alone in scorning richard lester s superman      which brings us to the richard donner cut of the same movie  sadly it is still an absolute abomination superman s world is one where suspension of disbelief is required in strong doses  but superman   stretches things too far  it doesn t matter who directed superman   because the script insults the intelligence of a first grader  in a sense there is no plot because the characters have zero motivation to act the way they do  unlike the original superman  with or without his powers  superman s strength  or lack thereof  is handled in the least believable manner  there is too much to criticize  so i will not bother  i condemn this movie    perhaps the slapstick in the lester version is more appropriate to the moronic script this movie is based on  super duper bad',-1

